ticket_id,subject,body,priority,department
TKT-10939,Damaged package,My order #700130 arrived with significant damage to the packaging and the docking station inside is broken. I've attached photos. Please send a replacement.,Medium,Shipping
TKT-10708,Data deletion request,"Per our company policy, I'm requesting complete deletion of all data associated with account jdoe@acmecorp.com. Please confirm when this is done and provide a confirmation reference.",Medium,Account
TKT-11786,Can't access account after plan change,I upgraded to Enterprise yesterday and now I get RATE_LIMIT_429 when I try to log in. My email is jdoe@acmecorp.com. Was the upgrade processed correctly?,High,Account
TKT-10883,Reset my password,I've been locked out of my account (admin@techfirm.io) after too many failed login attempts. The password reset email isn't arriving. Can you manually reset it?,High,Account
TKT-11931,Need help,I have an issue with my account AC-100049. Something isn't working right. Can someone look into it?,Medium,Account
TKT-10297,Slow dashboard loading,"The analytics dashboard takes over 60 seconds to load. This happens in both Chrome and Safari. Other pages load normally. Our dataset has about 250,000 rows.",Medium,Technical
TKT-10259,Request expedited shipping,Is it possible to upgrade order #700121 to expedited shipping? I need it by yesterday. Happy to pay the difference.,Low,Shipping
TKT-11801,"Shipped to wrong address, need rebill",Order #700140 went to Chicago instead of Los Angeles. I need it reshipped and the extra charge on my bank transfer reversed. Account AC-100006.,High,Shipping
TKT-11253,Account merger request,We have two separate accounts (ops@startup.dev and jsmith@techfirm.io) that need to be merged. The jsmith@techfirm.io account was created by mistake. Please consolidate under ops@startup.dev.,High,Account
TKT-10173,Upgrade plan request,I'd like to upgrade from the Professional to the Enterprise plan. We currently have 25 users and need the additional features. What's the process?,High,Account
TKT-10359,Partial order received,Order #700133 was supposed to contain 6 items but only 4 arrived. Missing: docking station. The packing slip shows all items were included.,Low,Shipping
TKT-10510,Comparison with competitor,"I'm evaluating your product against HubSpot. Can you provide a comparison of features, especially around workflow automation and audit logging? We're a 150-person company.",Medium,Product
TKT-10812,Report generation timeout,"Generating the monthly summary report times out after 60 seconds. The report covers 500,000 records. This worked fine last month with similar data volume.",High,Technical
TKT-11248,Reset my password,I've been locked out of my account (jdoe@acmecorp.com) after too many failed login attempts. The password reset email isn't arriving. Can you manually reset it?,High,Account
TKT-11923,Urgent issue,Please call me back regarding my recent order and billing. Account jdoe@acmecorp.com. This needs immediate attention.,Medium,Billing
TKT-10732,Application crashes on startup,"After the latest update, the desktop app crashes immediately on launch. I'm running macOS Sonoma version 2.8.5. Error code: NULL_REF_500. I've tried reinstalling but the issue persists.",Low,Technical
TKT-11311,Request for invoice copy,Could you please send me a copy of my invoice for June? I need it for my expense report. Account AC-100034.,Urgent,Billing
TKT-10073,Account merger request,We have two separate accounts (jdoe@acmecorp.com and team@retailco.com) that need to be merged. The team@retailco.com account was created by mistake. Please consolidate under jdoe@acmecorp.com.,Urgent,Account
TKT-10610,Comparison with competitor,"I'm evaluating your product against HubSpot. Can you provide a comparison of features, especially around team collaboration and white-label options? We're a 50-person company.",High,Product
TKT-10665,Onboarding guidance needed,We just signed up for the Starter plan with 10 users. Could you recommend the best way to onboard our team? We primarily need team collaboration and audit logging.,Medium,Product
TKT-10915,Comparison with competitor,"I'm evaluating your product against HubSpot. Can you provide a comparison of features, especially around advanced analytics and role-based access? We're a 50-person company.",High,Product
TKT-11983,Question about my account,"Hi, I have some questions about my Starter plan. Can you explain the features and also why my bill is $12.99? Account jdoe@acmecorp.com.",High,Account
TKT-10855,Suggestion for UI improvement,The current layout of the workflow automation page requires too many clicks to accomplish basic tasks. Suggest adding a quick-action toolbar or keyboard shortcuts for power users.,High,Product
TKT-10731,Duplicate charge,I was charged twice for the same transaction on March 1. The duplicate charge is $349.00. Please refund the extra charge to my wire transfer.,High,Billing
TKT-10601,Unexpected price increase,My monthly bill went from $99.95 to $199.00 without any prior notice. I'm on the Growth plan. Please explain this increase or revert it.,High,Billing
TKT-11250,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 100,000-record dataset.",Medium,Product
TKT-10548,Permission issue for team member,User admin@techfirm.io should have admin-level access but can only view dashboards. I've checked the role settings and they show 'Admin'. Please investigate.,High,Account
TKT-11112,SSO login not working,Our team cannot log in via SSO since last Friday. We use OneLogin as our identity provider. Regular email/password login still works. Error message: 'Identity provider returned invalid response'.,Medium,Technical
TKT-10049,Change shipping address,"I need to update the shipping address for order #700110 from Austin to Portland. The order hasn't shipped yet. New address: 456 Oak Ave, Floor 2.",Medium,Shipping
TKT-10607,Data export failing,"When I try to export reports as CSV, the download starts but fails at about 60%. File size should be around 250MB. Using Safari on Windows 11.",High,Technical
TKT-11682,Webhook delivery failures,We're not receiving webhooks at our endpoint since two days ago. The webhook URL is correctly configured. Our server returns 200 OK but your dashboard shows delivery failures.,Low,Technical
TKT-11624,Order not received,My order #700106 was supposed to arrive by March 1 but I still haven't received it. Tracking number 1Z9999926 shows it's been in transit for 14 days.,High,Shipping
TKT-11979,Need help,I have an issue with my account AC-100010. Something isn't working right. Can someone look into it?,Medium,Account
TKT-11613,Add team members,I need to add 5 new users to our Enterprise plan. Their email addresses are attached. Please confirm if this affects our pricing.,Medium,Account
TKT-10103,Permission issue for team member,User admin@techfirm.io should have admin-level access but can only view dashboards. I've checked the role settings and they show 'Admin'. Please investigate.,High,Account
TKT-10752,Mobile app sync issues,Changes made in the mobile app on iOS 17 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 3.2.1.,Medium,Technical
